shipment_id,order_id,supplier_id,destination_warehouse_id,carrier_id,order_date,promised_delivery_date,actual_delivery_date,transit_days,promised_transit_days,on_time_flag,in_full_flag,weight_kg,quantity_units,freight_cost_usd,damage_reported_flag,delay_reason,shipment_status,transit_delay_days,otif_compliance_flag,freight_cost_per_kg,delivery_month
SHP-2026-00994,ORD-11703,SUP-029,WH-SEA-01,CAR-004,2026-04-03 14:00:00,2026-04-06,2026-04-11,8,3,0,1,468.78,139,1231.82,0,Carrier Breakdown,Delivered,5,0,2.6277,2026-04
SHP-2026-00995,ORD-84996,SUP-003,WH-DXB-10,CAR-005,2026-06-15 10:00:00,2026-06-24,2026-06-24,9,9,1,1,4481.03,150,8714.43,0,,Delivered,0,1,1.9447,2026-06
SHP-2026-00996,ORD-58435,SUP-039,WH-SEA-01,CAR-008,2026-06-11 13:00:00,2026-06-18,2026-06-16,5,7,1,1,3943.47,423,8208.63,0,,Delivered,-2,1,2.0816,2026-06
SHP-2026-00997,ORD-81314,SUP-046,WH-SEA-01,CAR-003,2026-02-15 19:00:00,2026-03-07,2026-03-09,22,20,0,1,2023.03,170,1914.19,0,Weather Disruption,Delivered,2,0,0.9462,2026-03
SHP-2026-00998,ORD-86919,SUP-042,WH-FRA-05,CAR-004,2026-06-07 17:00:00,2026-06-09,2026-06-08,1,2,1,1,3824.62,373,9893.74,0,,Delivered,-1,1,2.5869,2026-06
SHP-2026-00999,ORD-76252,SUP-043,WH-LON-06,CAR-001,2026-04-14 12:00:00,2026-04-16,2026-04-19,5,2,0,1,423.66,151,1072.24,0,Carrier Breakdown,Delivered,3,0,2.5309,2026-04
SHP-2026-01000,ORD-70687,SUP-041,WH-SIN-07,CAR-003,2026-01-01 10:00:00,2026-01-23,2026-01-23,22,22,1,1,1569.46,366,1428.03,0,,Delivered,0,1,0.9099,2026-01
SHP-2026-01001,ORD-38511,SUP-006,WH-CHI-02,CAR-002,2026-02-16 17:00:00,2026-02-18,2026-02-17,1,2,1,1,2838.48,96,7972.44,0,,Delivered,-1,1,2.8087,2026-02
SHP-2026-01002,ORD-47627,SUP-006,WH-LON-06,CAR-008,2026-03-05 10:00:00,2026-03-15,2026-03-15,10,10,1,1,3375.97,168,7003.96,0,,Delivered,0,1,2.0747,2026-03
SHP-2026-01003,ORD-67619,SUP-009,WH-DAL-03,CAR-005,2026-05-25 11:00:00,2026-06-01,2026-06-01,7,7,1,1,1263.96,161,2122.94,0,,Delivered,0,1,1.6796,2026-06
SHP-2026-01004,ORD-14814,SUP-032,WH-FRA-05,CAR-002,2026-04-01 15:00:00,2026-04-05,2026-04-03,2,4,1,1,2377.54,361,8467.45,0,,Delivered,-2,1,3.5614,2026-04
SHP-2026-01005,ORD-54850,SUP-010,WH-DXB-10,CAR-007,2026-05-18 15:00:00,2026-05-21,2026-05-20,2,3,1,1,1593.8,417,3826.51,0,,Delivered,-1,1,2.4009,2026-05
SHP-2026-01006,ORD-34435,SUP-006,WH-SYD-09,CAR-005,2026-05-12 18:00:00,2026-05-17,2026-05-16,4,5,1,1,1210.76,274,2492.96,0,,Delivered,-1,1,2.059,2026-05
SHP-2026-01007,ORD-57039,SUP-030,WH-TYO-08,CAR-003,2026-05-31 11:00:00,2026-06-23,2026-06-21,21,23,1,1,2668.34,369,2064.31,0,,Delivered,-2,1,0.7736,2026-06
SHP-2026-01008,ORD-34400,SUP-027,WH-SEA-01,CAR-003,2026-05-02 11:00:00,2026-05-25,2026-05-25,23,23,1,1,882.65,93,755.81,0,,Delivered,0,1,0.8563,2026-05
SHP-2026-01009,ORD-88766,SUP-040,WH-SEA-01,CAR-008,2026-04-27 15:00:00,2026-05-05,2026-05-03,6,8,1,1,1827.03,139,3887.78,0,,Delivered,-2,1,2.1279,2026-05
SHP-2026-01010,ORD-65822,SUP-044,WH-LON-06,CAR-008,2026-04-13 10:00:00,2026-04-17,2026-04-17,4,4,1,1,3446.12,269,7460.78,0,,Delivered,0,1,2.165,2026-04
SHP-2026-01011,ORD-84447,SUP-038,WH-FRA-05,CAR-007,2026-01-08 08:00:00,2026-01-11,2026-01-09,1,3,1,1,4345.3,111,10793.7,0,,Delivered,-2,1,2.484,2026-01
SHP-2026-01012,ORD-31671,SUP-043,WH-DAL-03,CAR-003,2026-03-27 18:00:00,2026-04-14,2026-04-13,17,18,1,1,3578.24,187,2866.43,0,,Delivered,-1,1,0.8011,2026-04
SHP-2026-01013,ORD-42077,SUP-043,WH-TYO-08,CAR-001,2026-02-07 09:00:00,2026-02-10,2026-02-10,3,3,1,1,871.44,233,2470.93,0,,Delivered,0,1,2.8355,2026-02
SHP-2026-01014,ORD-41816,SUP-001,WH-DAL-03,CAR-006,2026-05-03 08:00:00,2026-05-09,2026-05-16,13,6,0,1,4112.11,435,6788.26,0,Customs Hold,Delivered,7,0,1.6508,2026-05
SHP-2026-01015,ORD-88241,SUP-009,WH-CHI-02,CAR-007,2026-03-23 18:00:00,2026-03-26,2026-03-25,2,3,1,1,4046.19,383,9737.03,0,,Delivered,-1,1,2.4065,2026-03
SHP-2026-01016,ORD-10208,SUP-023,WH-SIN-07,CAR-002,2026-05-06 16:00:00,2026-05-08,2026-05-07,1,2,1,1,842.81,195,2535.76,0,,Delivered,-1,1,3.0087,2026-05
SHP-2026-01017,ORD-33576,SUP-005,WH-DXB-10,CAR-007,2026-06-15 09:00:00,2026-06-18,2026-06-18,3,3,1,1,989.98,183,2142.62,0,,Delivered,0,1,2.1643,2026-06
SHP-2026-01018,ORD-99435,SUP-019,WH-SIN-07,CAR-003,2026-03-21 12:00:00,2026-04-18,2026-04-18,28,28,1,1,1211.54,101,1221.87,0,,Delivered,0,1,1.0085,2026-04
SHP-2026-01019,ORD-76449,SUP-030,WH-SYD-09,CAR-002,2026-01-22 11:00:00,2026-01-24,2026-01-23,1,2,1,1,3625.8,173,10157.2,0,,Delivered,-1,1,2.8014,2026-01
SHP-2026-01020,ORD-69017,SUP-001,WH-SIN-07,CAR-008,2026-05-05 16:00:00,2026-05-14,2026-05-14,9,9,1,1,1398.15,334,2528.62,0,,Delivered,0,1,1.8085,2026-05
SHP-2026-01021,ORD-60262,SUP-050,WH-SYD-09,CAR-006,2026-05-02 17:00:00,2026-05-08,2026-05-07,5,6,1,1,546.94,227,782.39,0,,Delivered,-1,1,1.4305,2026-05
SHP-2026-01022,ORD-16362,SUP-001,WH-CHI-02,CAR-003,2026-03-28 20:00:00,2026-04-26,2026-04-26,29,29,1,1,2341.29,456,2157.97,0,,Delivered,0,1,0.9217,2026-04
SHP-2026-01023,ORD-98473,SUP-003,WH-TYO-08,CAR-005,2026-02-01 19:00:00,2026-02-08,2026-02-08,7,7,1,1,4006.79,139,7754.56,0,,Delivered,0,1,1.9354,2026-02
SHP-2026-01024,ORD-56824,SUP-035,WH-FRA-05,CAR-001,2026-03-10 08:00:00,2026-03-14,2026-03-14,4,4,1,1,2038.13,28,4940.01,0,,Delivered,0,1,2.4238,2026-03
SHP-2026-01025,ORD-41994,SUP-016,WH-SEA-01,CAR-007,2026-02-14 07:00:00,2026-02-16,2026-02-19,5,2,0,1,1968.4,244,4060.92,0,Port Congestion,Delivered,3,0,2.0631,2026-02
SHP-2026-01026,ORD-49581,SUP-003,WH-SYD-09,CAR-008,2026-01-20 11:00:00,2026-01-26,2026-01-28,8,6,0,1,2331.21,182,4820.0,0,Port Congestion,Delivered,2,0,2.0676,2026-01
SHP-2026-01027,ORD-35119,SUP-002,WH-SIN-07,CAR-007,2026-02-17 17:00:00,2026-02-21,2026-02-19,2,4,1,1,3979.02,231,9618.16,0,,Delivered,-2,1,2.4172,2026-02
SHP-2026-01028,ORD-67271,SUP-020,WH-DXB-10,CAR-005,2026-06-07 14:00:00,2026-06-15,2026-06-15,8,8,1,1,3139.44,303,5025.1,0,,Delivered,0,1,1.6006,2026-06
SHP-2026-01029,ORD-64306,SUP-018,WH-FRA-05,CAR-003,2026-05-09 16:00:00,2026-05-27,2026-05-27,18,18,1,1,3068.03,218,2560.37,0,,Delivered,0,1,0.8345,2026-05
SHP-2026-01030,ORD-18352,SUP-018,WH-DAL-03,CAR-005,2026-04-29 15:00:00,2026-05-09,2026-05-08,9,10,1,1,482.31,373,816.57,0,,Delivered,-1,1,1.693,2026-05
SHP-2026-01031,ORD-11647,SUP-047,WH-DXB-10,CAR-005,2026-06-05 19:00:00,2026-06-12,2026-06-10,5,7,1,1,2698.78,253,5017.75,0,,Delivered,-2,1,1.8593,2026-06
SHP-2026-01032,ORD-14229,SUP-021,WH-LON-06,CAR-006,2026-03-30 19:00:00,2026-04-06,2026-04-14,15,7,0,1,2418.47,209,3449.96,0,Customs Hold,Delivered,8,0,1.4265,2026-04
SHP-2026-01033,ORD-30434,SUP-041,WH-DXB-10,CAR-002,2026-05-05 14:00:00,2026-05-09,2026-05-15,10,4,0,1,1348.61,355,4158.12,0,Carrier Breakdown,Delivered,6,0,3.0833,2026-05
SHP-2026-01034,ORD-40765,SUP-040,WH-DXB-10,CAR-003,2026-04-01 15:00:00,2026-04-25,2026-04-25,24,24,1,1,3393.68,390,2841.84,0,,Delivered,0,1,0.8374,2026-04
SHP-2026-01035,ORD-62575,SUP-025,WH-SIN-07,CAR-003,2026-06-05 19:00:00,2026-06-24,2026-06-28,23,19,0,1,4464.98,101,4065.54,0,Customs Hold,Delivered,4,0,0.9105,2026-06
SHP-2026-01036,ORD-93389,SUP-023,WH-SYD-09,CAR-007,2026-02-25 12:00:00,2026-03-01,2026-02-28,3,4,1,1,2854.73,361,6590.05,0,,Delivered,-1,1,2.3085,2026-02
SHP-2026-01037,ORD-79817,SUP-015,WH-LON-06,CAR-007,2026-04-14 13:00:00,2026-04-19,2026-04-18,4,5,1,1,748.51,214,1826.52,0,,Delivered,-1,1,2.4402,2026-04
SHP-2026-01038,ORD-91117,SUP-042,WH-LON-06,CAR-008,2026-02-14 16:00:00,2026-02-18,2026-02-16,2,4,1,1,1910.54,106,3624.56,0,,Delivered,-2,1,1.8971,2026-02
SHP-2026-01039,ORD-84620,SUP-040,WH-ROT-04,CAR-003,2026-06-08 14:00:00,2026-06-27,2026-06-25,17,19,1,1,1869.05,322,1440.71,0,,Delivered,-2,1,0.7708,2026-06
SHP-2026-01040,ORD-41367,SUP-024,WH-TYO-08,CAR-002,2026-01-06 17:00:00,2026-01-11,2026-01-11,5,5,1,1,3833.88,198,11271.92,0,,Delivered,0,1,2.9401,2026-01
SHP-2026-01041,ORD-68150,SUP-046,WH-DAL-03,CAR-008,2026-02-21 11:00:00,2026-02-26,2026-02-26,5,5,1,1,971.18,135,1865.59,0,,Delivered,0,1,1.921,2026-02
SHP-2026-01042,ORD-19154,SUP-030,WH-ROT-04,CAR-003,2026-05-09 16:00:00,2026-05-28,2026-05-27,18,19,1,1,3930.78,135,3918.06,0,,Delivered,-1,1,0.9968,2026-05
SHP-2026-01043,ORD-25857,SUP-044,WH-SEA-01,CAR-001,2026-06-23 12:00:00,2026-06-28,2026-06-28,5,5,1,1,3534.54,462,10281.33,0,,Delivered,0,1,2.9088,2026-06
SHP-2026-01044,ORD-77051,SUP-029,WH-DXB-10,CAR-001,2026-05-04 19:00:00,2026-05-06,2026-05-05,1,2,1,1,3735.97,30,10229.03,0,,Delivered,-1,1,2.738,2026-05
SHP-2026-01045,ORD-96053,SUP-008,WH-TYO-08,CAR-007,2026-01-27 08:00:00,2026-01-31,2026-01-29,2,4,1,1,3403.42,96,6672.15,0,,Delivered,-2,1,1.9604,2026-01
SHP-2026-01046,ORD-54884,SUP-016,WH-LON-06,CAR-003,2026-05-04 09:00:00,2026-05-26,2026-05-28,24,22,0,1,4051.42,135,3607.19,0,Port Congestion,Delivered,2,0,0.8904,2026-05
SHP-2026-01047,ORD-38969,SUP-022,WH-FRA-05,CAR-008,2026-04-26 17:00:00,2026-05-02,2026-04-30,4,6,1,1,209.06,277,364.33,0,,Delivered,-2,1,1.7427,2026-04
SHP-2026-01048,ORD-26849,SUP-046,WH-LON-06,CAR-006,2026-03-16 10:00:00,2026-03-25,2026-03-30,14,9,0,1,3223.2,89,5327.87,0,Port Congestion,Delivered,5,0,1.653,2026-03
SHP-2026-01049,ORD-76662,SUP-025,WH-DAL-03,CAR-005,2026-03-07 16:00:00,2026-03-12,2026-03-16,9,5,0,1,1398.16,142,2630.95,0,Documentation Error,Delivered,4,0,1.8817,2026-03
SHP-2026-01050,ORD-59542,SUP-031,WH-SYD-09,CAR-007,2026-06-08 20:00:00,2026-06-11,2026-06-09,1,3,1,1,743.65,170,1804.95,0,,Delivered,-2,1,2.4271,2026-06
SHP-2026-01051,ORD-39400,SUP-034,WH-TYO-08,CAR-003,2026-05-04 08:00:00,2026-05-29,2026-05-29,25,25,1,1,3025.91,125,2364.78,0,,Delivered,0,1,0.7815,2026-05
SHP-2026-01052,ORD-78697,SUP-039,WH-DAL-03,CAR-005,2026-01-31 16:00:00,2026-02-05,2026-02-04,4,5,1,1,2583.87,16,4935.93,0,,Delivered,-1,1,1.9103,2026-02
SHP-2026-01053,ORD-80481,SUP-024,WH-ROT-04,CAR-004,2026-06-20 06:00:00,2026-06-25,2026-06-24,4,5,1,1,2308.0,283,5889.44,0,,In Transit,-1,1,2.5518,2026-06
SHP-2026-01054,ORD-69777,SUP-037,WH-SEA-01,CAR-008,2026-05-14 09:00:00,2026-05-19,2026-05-17,3,5,1,1,862.95,449,1885.26,0,,Delivered,-2,1,2.1847,2026-05
SHP-2026-01055,ORD-39830,SUP-039,WH-DAL-03,CAR-001,2026-03-10 14:00:00,2026-03-14,2026-03-18,8,4,0,1,4082.33,165,9399.25,0,Weather Disruption,Delivered,4,0,2.3024,2026-03
SHP-2026-01056,ORD-81089,SUP-030,WH-ROT-04,CAR-008,2026-01-26 14:00:00,2026-02-05,2026-02-07,12,10,0,1,2178.43,253,4161.35,0,Customs Hold,Delivered,2,0,1.9103,2026-02
SHP-2026-01057,ORD-93221,SUP-039,WH-DXB-10,CAR-004,2026-05-05 10:00:00,2026-05-07,2026-05-07,2,2,1,1,3253.92,339,8737.62,0,,Delivered,0,1,2.6853,2026-05
SHP-2026-01058,ORD-94578,SUP-001,WH-DXB-10,CAR-008,2026-03-06 18:00:00,2026-03-13,2026-03-12,6,7,1,1,2858.52,257,5280.82,0,,Delivered,-1,1,1.8474,2026-03
SHP-2026-01059,ORD-73908,SUP-035,WH-FRA-05,CAR-005,2026-03-05 11:00:00,2026-03-11,2026-03-09,4,6,1,1,1424.18,397,2572.1,0,,Delivered,-2,1,1.806,2026-03
SHP-2026-01060,ORD-93608,SUP-033,WH-SEA-01,CAR-006,2026-05-01 13:00:00,2026-05-06,2026-05-05,4,5,1,1,3044.74,451,4239.97,0,,Delivered,-1,1,1.3926,2026-05
SHP-2026-01061,ORD-49329,SUP-013,WH-SYD-09,CAR-003,2026-01-28 18:00:00,2026-02-18,2026-02-16,19,21,1,1,1408.96,251,1353.22,0,,Delivered,-2,1,0.9604,2026-02
SHP-2026-01062,ORD-77694,SUP-037,WH-DXB-10,CAR-004,2026-06-22 08:00:00,2026-06-26,2026-07-03,11,4,0,1,3842.99,90,10821.46,0,Customs Hold,Customs Processing,7,0,2.8159,2026-07
SHP-2026-01063,ORD-51333,SUP-050,WH-DXB-10,CAR-007,2026-03-10 09:00:00,2026-03-14,2026-03-13,3,4,1,1,1700.02,382,3541.02,0,,Delivered,-1,1,2.0829,2026-03
SHP-2026-01064,ORD-69885,SUP-028,WH-TYO-08,CAR-005,2026-05-25 12:00:00,2026-06-04,2026-06-03,9,10,1,1,296.12,340,529.94,0,,Delivered,-1,1,1.7896,2026-06
SHP-2026-01065,ORD-83396,SUP-046,WH-FRA-05,CAR-001,2026-02-21 09:00:00,2026-02-25,2026-02-24,3,4,1,1,155.37,205,391.41,0,,Delivered,-1,1,2.5192,2026-02
SHP-2026-01066,ORD-16029,SUP-040,WH-ROT-04,CAR-004,2026-05-09 13:00:00,2026-05-13,2026-05-17,8,4,0,1,1498.4,379,4066.89,0,Customs Hold,Delivered,4,0,2.7142,2026-05
SHP-2026-01067,ORD-47255,SUP-016,WH-SIN-07,CAR-008,2026-03-13 15:00:00,2026-03-21,2026-03-21,8,8,1,1,299.71,285,556.02,0,,Delivered,0,1,1.8552,2026-03
SHP-2026-01068,ORD-21535,SUP-009,WH-CHI-02,CAR-008,2026-01-19 11:00:00,2026-01-29,2026-01-29,10,10,1,1,3939.08,303,7848.0,0,,Delivered,0,1,1.9923,2026-01
SHP-2026-01069,ORD-51151,SUP-021,WH-TYO-08,CAR-004,2026-05-27 14:00:00,2026-05-31,2026-05-30,3,4,1,1,3118.59,404,7639.19,0,,Delivered,-1,1,2.4496,2026-05
SHP-2026-01070,ORD-89117,SUP-048,WH-LON-06,CAR-008,2026-02-24 08:00:00,2026-03-02,2026-03-01,5,6,1,1,1661.81,370,2950.44,0,,Delivered,-1,1,1.7754,2026-03
SHP-2026-01071,ORD-77143,SUP-008,WH-SEA-01,CAR-003,2026-06-14 12:00:00,2026-07-08,2026-07-07,23,24,1,1,3601.53,40,3518.97,0,,Delivered,-1,1,0.9771,2026-07
SHP-2026-01072,ORD-84095,SUP-037,WH-LON-06,CAR-001,2026-04-22 06:00:00,2026-04-26,2026-04-25,3,4,1,1,1307.78,44,3204.46,0,,Delivered,-1,1,2.4503,2026-04
SHP-2026-01073,ORD-99647,SUP-035,WH-CHI-02,CAR-002,2026-02-10 18:00:00,2026-02-12,2026-02-11,1,2,1,1,2764.64,394,10266.33,0,,Delivered,-1,1,3.7134,2026-02
SHP-2026-01074,ORD-66675,SUP-030,WH-SIN-07,CAR-005,2026-04-26 20:00:00,2026-05-05,2026-05-11,15,9,0,1,858.45,242,1611.3,0,Weather Disruption,Delivered,6,0,1.877,2026-05
SHP-2026-01075,ORD-52810,SUP-037,WH-SEA-01,CAR-007,2026-03-17 06:00:00,2026-03-22,2026-03-26,9,5,0,1,1950.82,124,4005.18,0,Carrier Breakdown,Delivered,4,0,2.0531,2026-03
SHP-2026-01076,ORD-29435,SUP-042,WH-SYD-09,CAR-008,2026-06-20 09:00:00,2026-06-30,2026-06-29,9,10,1,1,4024.93,305,8298.49,0,,In Transit,-1,1,2.0618,2026-06
SHP-2026-01077,ORD-51331,SUP-007,WH-FRA-05,CAR-003,2026-01-07 14:00:00,2026-02-03,2026-02-03,27,27,1,1,3518.61,498,3176.32,0,,Delivered,0,1,0.9027,2026-02
SHP-2026-01078,ORD-67624,SUP-013,WH-ROT-04,CAR-004,2026-03-19 08:00:00,2026-03-24,2026-03-24,5,5,1,1,4216.55,191,10581.2,0,,Delivered,0,1,2.5094,2026-03
SHP-2026-01079,ORD-26338,SUP-002,WH-CHI-02,CAR-007,2026-04-24 19:00:00,2026-04-27,2026-04-26,2,3,1,1,2001.53,404,4033.37,0,,Delivered,-1,1,2.0151,2026-04
SHP-2026-01080,ORD-51534,SUP-033,WH-CHI-02,CAR-003,2026-05-29 17:00:00,2026-06-24,2026-06-28,30,26,0,1,4236.1,193,4040.66,0,Weather Disruption,Delivered,4,0,0.9539,2026-06
SHP-2026-01081,ORD-65052,SUP-014,WH-SIN-07,CAR-004,2026-01-24 18:00:00,2026-01-28,2026-01-26,2,4,1,1,548.37,13,1478.64,0,,Delivered,-2,1,2.6964,2026-01
SHP-2026-01082,ORD-61076,SUP-023,WH-SIN-07,CAR-002,2026-04-03 10:00:00,2026-04-05,2026-04-04,1,2,1,1,1388.09,53,5163.32,0,,Delivered,-1,1,3.7197,2026-04
SHP-2026-01083,ORD-71579,SUP-018,WH-TYO-08,CAR-001,2026-06-15 20:00:00,2026-06-19,2026-06-23,8,4,0,1,2562.38,89,5891.02,0,Customs Hold,Delivered,4,0,2.299,2026-06
SHP-2026-01084,ORD-29841,SUP-039,WH-SEA-01,CAR-001,2026-02-23 19:00:00,2026-02-27,2026-02-26,3,4,1,1,3713.47,99,9332.47,0,,Delivered,-1,1,2.5131,2026-02
SHP-2026-01085,ORD-13732,SUP-008,WH-DAL-03,CAR-006,2026-02-11 06:00:00,2026-02-18,2026-02-17,6,7,1,1,2832.64,145,4982.73,0,,Delivered,-1,1,1.759,2026-02
SHP-2026-01086,ORD-32248,SUP-002,WH-SEA-01,CAR-006,2026-05-01 06:00:00,2026-05-10,2026-05-09,8,9,1,1,256.92,316,390.43,0,,Delivered,-1,1,1.5197,2026-05
SHP-2026-01087,ORD-80349,SUP-001,WH-DAL-03,CAR-002,2026-03-31 20:00:00,2026-04-03,2026-04-05,5,3,0,1,4360.85,222,14050.32,0,Weather Disruption,Delivered,2,0,3.2219,2026-04
SHP-2026-01088,ORD-97612,SUP-039,WH-TYO-08,CAR-003,2026-06-13 06:00:00,2026-07-05,2026-07-04,21,22,1,1,620.48,197,578.52,0,,Delivered,-1,1,0.9324,2026-07
SHP-2026-01089,ORD-22424,SUP-032,WH-CHI-02,CAR-008,2026-05-27 09:00:00,2026-06-01,2026-06-01,5,5,1,1,3634.24,347,6338.63,0,,Delivered,0,1,1.7441,2026-06
SHP-2026-01090,ORD-78146,SUP-040,WH-SIN-07,CAR-005,2026-01-27 09:00:00,2026-02-01,2026-01-30,3,5,1,1,2984.19,246,5214.96,0,,Delivered,-2,1,1.7475,2026-01
SHP-2026-01091,ORD-60466,SUP-049,WH-SYD-09,CAR-005,2026-02-03 11:00:00,2026-02-10,2026-02-10,7,7,1,1,2628.19,27,5428.99,0,,Delivered,0,1,2.0657,2026-02
SHP-2026-01092,ORD-55075,SUP-012,WH-SEA-01,CAR-004,2026-01-04 08:00:00,2026-01-06,2026-01-06,2,2,1,1,770.39,302,1996.52,0,,Delivered,0,1,2.5916,2026-01
SHP-2026-01093,ORD-54204,SUP-029,WH-ROT-04,CAR-007,2026-02-24 13:00:00,2026-02-28,2026-02-28,4,4,1,1,3365.07,273,7749.55,0,,Delivered,0,1,2.3029,2026-02
SHP-2026-01094,ORD-57896,SUP-022,WH-DAL-03,CAR-005,2026-05-05 18:00:00,2026-05-13,2026-05-13,8,8,1,1,3022.66,275,5304.0,0,,Delivered,0,1,1.7547,2026-05
SHP-2026-01095,ORD-50243,SUP-035,WH-SIN-07,CAR-001,2026-02-02 07:00:00,2026-02-05,2026-02-05,3,3,1,1,585.24,74,1597.02,0,,Delivered,0,1,2.7288,2026-02
SHP-2026-01096,ORD-36041,SUP-036,WH-TYO-08,CAR-007,2026-01-22 19:00:00,2026-01-25,2026-01-23,1,3,1,1,917.21,123,2218.92,0,,Delivered,-2,1,2.4192,2026-01
SHP-2026-01097,ORD-30807,SUP-037,WH-LON-06,CAR-003,2026-05-16 14:00:00,2026-06-03,2026-06-02,17,18,1,1,2450.58,281,2308.18,0,,Delivered,-1,1,0.9419,2026-06
SHP-2026-01098,ORD-36502,SUP-041,WH-CHI-02,CAR-003,2026-06-12 19:00:00,2026-07-09,2026-07-07,25,27,1,1,726.63,322,730.45,0,,Delivered,-2,1,1.0053,2026-07
SHP-2026-01099,ORD-42942,SUP-026,WH-FRA-05,CAR-001,2026-03-17 12:00:00,2026-03-22,2026-03-21,4,5,1,0,1482.55,163,4055.27,1,,Delivered,-1,0,2.7353,2026-03
SHP-2026-01100,ORD-41780,SUP-014,WH-SYD-09,CAR-005,2026-06-06 15:00:00,2026-06-10,2026-06-17,11,4,0,1,689.87,401,1384.42,0,Customs Hold,Delivered,7,0,2.0068,2026-06
SHP-2026-01101,ORD-62617,SUP-042,WH-SIN-07,CAR-003,2026-04-18 12:00:00,2026-05-15,2026-05-14,26,27,1,1,363.87,151,367.75,0,,Delivered,-1,1,1.0107,2026-05
SHP-2026-01102,ORD-92384,SUP-014,WH-CHI-02,CAR-003,2026-04-24 08:00:00,2026-05-22,2026-05-21,27,28,1,1,97.92,169,77.84,0,,Delivered,-1,1,0.7949,2026-05
SHP-2026-01103,ORD-54744,SUP-015,WH-DXB-10,CAR-008,2026-06-19 13:00:00,2026-06-25,2026-06-23,4,6,1,1,3355.96,46,6433.96,0,,Delivered,-2,1,1.9172,2026-06
SHP-2026-01104,ORD-48155,SUP-025,WH-FRA-05,CAR-001,2026-03-07 07:00:00,2026-03-12,2026-03-12,5,5,1,1,3949.28,416,10715.21,0,,Delivered,0,1,2.7132,2026-03
SHP-2026-01105,ORD-93631,SUP-006,WH-ROT-04,CAR-002,2026-06-04 15:00:00,2026-06-08,2026-06-06,2,4,1,1,2250.67,231,7747.9,0,,Delivered,-2,1,3.4425,2026-06
SHP-2026-01106,ORD-23255,SUP-047,WH-CHI-02,CAR-005,2026-03-12 20:00:00,2026-03-18,2026-03-17,5,6,1,1,1917.42,192,3861.79,0,,Delivered,-1,1,2.0141,2026-03
SHP-2026-01107,ORD-84136,SUP-038,WH-TYO-08,CAR-004,2026-05-07 09:00:00,2026-05-12,2026-05-12,5,5,1,1,4488.0,259,13394.36,0,,Delivered,0,1,2.9845,2026-05
SHP-2026-01108,ORD-89142,SUP-003,WH-SIN-07,CAR-007,2026-06-04 07:00:00,2026-06-06,2026-06-06,2,2,1,1,4351.95,307,8879.4,0,,Delivered,0,1,2.0403,2026-06
SHP-2026-01109,ORD-92328,SUP-046,WH-SIN-07,CAR-007,2026-01-11 11:00:00,2026-01-16,2026-01-14,3,5,1,1,3892.18,214,7447.62,0,,Delivered,-2,1,1.9135,2026-01
SHP-2026-01110,ORD-69850,SUP-014,WH-SIN-07,CAR-001,2026-05-26 08:00:00,2026-05-28,2026-05-27,1,2,1,1,489.68,420,1411.11,0,,Delivered,-1,1,2.8817,2026-05
SHP-2026-01111,ORD-31049,SUP-044,WH-FRA-05,CAR-006,2026-03-30 11:00:00,2026-04-04,2026-04-04,5,5,1,1,1494.08,335,2487.04,0,,Delivered,0,1,1.6646,2026-04
SHP-2026-01112,ORD-80547,SUP-048,WH-ROT-04,CAR-006,2026-04-13 18:00:00,2026-04-19,2026-04-19,6,6,1,1,3809.0,180,6610.48,0,,Delivered,0,1,1.7355,2026-04
SHP-2026-01113,ORD-44692,SUP-020,WH-ROT-04,CAR-006,2026-01-26 20:00:00,2026-02-04,2026-02-11,16,9,0,1,2817.01,397,4613.6,0,Carrier Breakdown,Delivered,7,0,1.6378,2026-02
SHP-2026-01114,ORD-76338,SUP-022,WH-TYO-08,CAR-006,2026-04-23 20:00:00,2026-04-29,2026-04-29,6,6,1,1,1486.28,307,2081.04,0,,Delivered,0,1,1.4002,2026-04
SHP-2026-01115,ORD-96925,SUP-049,WH-SYD-09,CAR-005,2026-05-24 14:00:00,2026-05-29,2026-05-27,3,5,1,1,387.91,374,629.97,0,,Delivered,-2,1,1.624,2026-05
SHP-2026-01116,ORD-48523,SUP-010,WH-SIN-07,CAR-005,2026-03-29 14:00:00,2026-04-04,2026-04-03,5,6,1,1,511.14,427,1061.61,0,,Delivered,-1,1,2.0769,2026-04
SHP-2026-01117,ORD-38701,SUP-021,WH-DXB-10,CAR-002,2026-02-27 13:00:00,2026-03-01,2026-03-01,2,2,1,1,3020.47,263,9196.19,0,,Delivered,0,1,3.0446,2026-03
SHP-2026-01118,ORD-64332,SUP-029,WH-ROT-04,CAR-004,2026-06-15 18:00:00,2026-06-18,2026-06-23,8,3,0,1,4342.43,257,13065.83,0,Customs Hold,Delivered,5,0,3.0089,2026-06
SHP-2026-01119,ORD-44544,SUP-027,WH-SYD-09,CAR-004,2026-02-17 19:00:00,2026-02-22,2026-02-21,4,5,1,1,3373.23,196,9752.89,0,,Delivered,-1,1,2.8913,2026-02
SHP-2026-01120,ORD-80552,SUP-024,WH-SIN-07,CAR-006,2026-03-02 11:00:00,2026-03-10,2026-03-08,6,8,1,1,648.49,369,1126.41,0,,Delivered,-2,1,1.737,2026-03
